"ADM2_PC","ADM2_ES","ADM1_PC","ADM1_ES","ADM0_PC","ADM0_ES","college","clinic","university","school","hospital"
"CO68855","Valle de San José","CO68","Santander","CO","Colombia",NA,NA,NA,12,1
"CO68867","Vetas","CO68","Santander","CO","Colombia",NA,NA,NA,1,1
"CO68895","Zapatoca","CO68","Santander","CO","Colombia",NA,NA,NA,31,1
"CO70110","Buenavista","CO70","Sucre","CO","Colombia",NA,NA,NA,1,NA
"CO70204","Colosó","CO70","Sucre","CO","Colombia",NA,NA,NA,2,NA
"CO70221","Coveñas","CO70","Sucre","CO","Colombia",NA,NA,NA,2,1
"CO70429","Majagual","CO70","Sucre","CO","Colombia",NA,NA,NA,2,1
"CO70702","San Juan de Betulia","CO70","Sucre","CO","Colombia",NA,NA,NA,1,NA
"CO70713","San Onofre","CO70","Sucre","CO","Colombia",NA,NA,NA,3,1
"CO70717","San Pedro","CO70","Sucre","CO","Colombia",NA,NA,NA,2,1
"CO73024","Alpujarra","CO73","Tolima","CO","Colombia",NA,NA,NA,5,NA
"CO73124","Cajamarca","CO73","Tolima","CO","Colombia",NA,NA,NA,3,NA
"CO73152","Casabianca","CO73","Tolima","CO","Colombia",NA,NA,NA,6,NA
"CO73200","Coello","CO73","Tolima","CO","Colombia",NA,NA,NA,4,1
"CO73217","Coyaima","CO73","Tolima","CO","Colombia",NA,NA,NA,13,NA
"CO73226","Cunday","CO73","Tolima","CO","Colombia",NA,NA,NA,15,4
"CO73236","Dolores","CO73","Tolima","CO","Colombia",NA,NA,NA,5,1
"CO73270","Falan","CO73","Tolima","CO","Colombia",NA,NA,NA,12,2
"CO73283","Fresno","CO73","Tolima","CO","Colombia",NA,NA,NA,4,1
"CO73347","Herveo","CO73","Tolima","CO","Colombia",NA,NA,NA,5,NA
"CO73349","Honda","CO73","Tolima","CO","Colombia",NA,NA,NA,7,1
"CO73352","Icononzo","CO73","Tolima","CO","Colombia",NA,NA,NA,17,2
"CO73483","Natagaima","CO73","Tolima","CO","Colombia",NA,NA,NA,8,1
"CO73504","Ortega","CO73","Tolima","CO","Colombia",NA,NA,NA,11,1
"CO73520","Palocabildo","CO73","Tolima","CO","Colombia",NA,NA,NA,3,1
"CO73555","Planadas","CO73","Tolima","CO","Colombia",NA,NA,NA,9,1
"CO73563","Prado","CO73","Tolima","CO","Colombia",NA,NA,NA,3,1
"CO73585","Purificación","CO73","Tolima","CO","Colombia",NA,NA,NA,8,1
"CO73616","Rioblanco","CO73","Tolima","CO","Colombia",NA,NA,NA,16,NA
"CO73622","Roncesvalles","CO73","Tolima","CO","Colombia",NA,NA,NA,1,NA
"CO73624","Rovira","CO73","Tolima","CO","Colombia",NA,NA,NA,9,1
"CO73671","Saldaña","CO73","Tolima","CO","Colombia",NA,NA,NA,4,NA
"CO73675","San Antonio","CO73","Tolima","CO","Colombia",NA,NA,NA,10,1
"CO73678","San Luis","CO73","Tolima","CO","Colombia",NA,NA,NA,8,1
"CO73686","Santa Isabel","CO73","Tolima","CO","Colombia",NA,NA,NA,5,NA
"CO73770","Suárez","CO73","Tolima","CO","Colombia",NA,NA,NA,2,NA
"CO73854","Valle de San Juan","CO73","Tolima","CO","Colombia",NA,NA,NA,5,1
"CO73861","Venadillo","CO73","Tolima","CO","Colombia",NA,NA,NA,6,NA
"CO73870","Villahermosa","CO73","Tolima","CO","Colombia",NA,NA,NA,5,1
"CO73873","Villarrica","CO73","Tolima","CO","Colombia",NA,NA,NA,6,1
"CO76020","Alcalá","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,1
"CO76036","Andalucía","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,1
"CO76113","Bugalagrande","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,2
"CO76122","Caicedonia","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,5,1
"CO76130","Candelaria","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,12,5
"CO76318","Guacarí","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,1
"CO76377","La Cumbre","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,2
"CO76563","Pradera","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,1,1
"CO76670","San Pedro","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,1
"CO76736","Sevilla","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,13,1
"CO76863","Versalles","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,2,NA
"CO76890","Yotoco","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,4,1
"CO81065","Arauquita","CO81","Arauca","CO","Colombia",NA,NA,NA,19,1
"CO81220","Cravo Norte","CO81","Arauca","CO","Colombia",NA,NA,NA,2,1
"CO81300","Fortul","CO81","Arauca","CO","Colombia",NA,NA,NA,1,NA
"CO81591","Puerto Rondón","CO81","Arauca","CO","Colombia",NA,NA,NA,1,NA
"CO85010","Aguazul","CO85","Casanare","CO","Colombia",NA,NA,NA,4,1
"CO85015","Chámeza","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO85125","Hato Corozal","CO85","Casanare","CO","Colombia",NA,NA,NA,2,NA
"CO85139","Maní","CO85","Casanare","CO","Colombia",NA,NA,NA,3,1
"CO85225","Nunchía","CO85","Casanare","CO","Colombia",NA,NA,NA,1,NA
"CO85230","Orocué","CO85","Casanare","CO","Colombia",NA,NA,NA,4,1
"CO85250","Paz de Ariporo","CO85","Casanare","CO","Colombia",NA,NA,NA,2,2
"CO85279","Recetor","CO85","Casanare","CO","Colombia",NA,NA,NA,1,NA
"CO85300","Sabanalarga","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO85315","Sácama","CO85","Casanare","CO","Colombia",NA,NA,NA,1,NA
"CO85325","San Luis de Palenque","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO85400","Támara","CO85","Casanare","CO","Colombia",NA,NA,NA,3,NA
"CO86320","Orito","CO86","Putumayo","CO","Colombia",NA,NA,NA,58,NA
"CO86569","Puerto Caicedo","CO86","Putumayo","CO","Colombia",NA,NA,NA,5,1
"CO86573","Puerto Leguízamo","CO86","Putumayo","CO","Colombia",NA,NA,NA,24,2
"CO86755","San Francisco","CO86","Putumayo","CO","Colombia",NA,NA,NA,4,NA
"CO86757","San Miguel","CO86","Putumayo","CO","Colombia",NA,NA,NA,4,1
"CO86760","Santiago","CO86","Putumayo","CO","Colombia",NA,NA,NA,4,NA
"CO86865","Valle del Guamuez","CO86","Putumayo","CO","Colombia",NA,NA,NA,31,1
"CO86885","Villagarzón","CO86","Putumayo","CO","Colombia",NA,NA,NA,13,1
"CO88564","Providencia","CO88","Archipiélago de San Andrés, Providencia y Santa Catalina","CO","Colombia",NA,NA,NA,2,1
"CO91407","La Pedrera","CO91","Amazonas","CO","Colombia",NA,NA,NA,2,1
"CO91540","Puerto Nariño","CO91","Amazonas","CO","Colombia",NA,NA,NA,1,1
"CO94001","Inírida","CO94","Guainía","CO","Colombia",NA,NA,NA,9,1
"CO94343","Barrancominas","CO94","Guainía","CO","Colombia",NA,NA,NA,1,NA
"CO95015","Calamar","CO95","Guaviare","CO","Colombia",NA,NA,NA,11,1
"CO95025","El Retorno","CO95","Guaviare","CO","Colombia",NA,NA,NA,10,3
"CO95200","Miraflores","CO95","Guaviare","CO","Colombia",NA,NA,NA,3,NA
"CO97777","Papunahua","CO97","Vaupés","CO","Colombia",NA,NA,NA,1,NA
"CO99001","Puerto Carreño","CO99","Vichada","CO","Colombia",NA,NA,NA,5,1
"CO05004","Abriaquí","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05091","Betania","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05190","Cisneros","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05282","Fredonia","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05475","Murindó","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05576","Pueblorrico","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05585","Puerto Nare","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05591","Puerto Triunfo","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05628","Sabanalarga","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05667","San Rafael","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,1
"CO05809","Titiribí","CO05","Antioquia","CO","Colombia",NA,NA,NA,NA,2
"CO15248","El Espino","CO15","Boyacá","CO","Colombia",NA,NA,NA,NA,1
"CO15401","La Victoria","CO15","Boyacá","CO","Colombia",NA,NA,NA,NA,1
"CO17042","Anserma","CO17","Caldas","CO","Colombia",NA,NA,NA,NA,1
"CO17442","Marmato","CO17","Caldas","CO","Colombia",NA,NA,NA,NA,1
"CO20570","Pueblo Bello","CO20","Cesar","CO","Colombia",NA,NA,NA,NA,1
"CO23162","Cereté","CO23","Córdoba","CO","Colombia",NA,NA,NA,NA,2
"CO23300","Cotorra","CO23","Córdoba","CO","Colombia",NA,NA,NA,NA,1
"CO23419","Los Córdobas","CO23","Córdoba","CO","Colombia",NA,NA,NA,NA,1
"CO23672","San Antero","CO23","Córdoba","CO","Colombia",NA,NA,NA,NA,1
"CO23815","Tuchín","CO23","Córdoba","CO","Colombia",NA,NA,NA,NA,1
"CO25297","Gachetá","CO25","Cundinamarca","CO","Colombia",NA,NA,NA,NA,1
"CO41132","Campoalegre","CO41","Huila","CO","Colombia",NA,NA,NA,NA,1
"CO41797","Tesalia","CO41","Huila","CO","Colombia",NA,NA,NA,NA,1
"CO47170","Chivolo","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO47268","El Retén","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO47555","Plato","CO47","Magdalena","CO","Colombia",NA,NA,NA,NA,1
"CO50150","Castilla la Nueva","CO50","Meta","CO","Colombia",NA,NA,NA,NA,2
"CO50226","Cumaral","CO50","Meta","CO","Colombia",NA,NA,NA,NA,2
"CO50689","San Martín","CO50","Meta","CO","Colombia",NA,NA,NA,NA,1
"CO52022","Aldana","CO52","Nariño","CO","Colombia",NA,NA,NA,NA,2
"CO52250","El Charco","CO52","Nariño","CO","Colombia",NA,NA,NA,NA,1
"CO52480","Nariño","CO52","Nariño","CO","Colombia",NA,NA,NA,NA,1
"CO54174","Chitagá","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO54398","La Playa","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO54660","Salazar","CO54","Norte de Santander","CO","Colombia",NA,NA,NA,NA,1
"CO68176","Chima","CO68","Santander","CO","Colombia",NA,NA,NA,NA,1
"CO73275","Flandes","CO73","Tolima","CO","Colombia",NA,NA,NA,NA,1
"CO76054","Argelia","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76100","Bolívar","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76126","Calima","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76243","El Águila","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76403","La Victoria","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO76497","Obando","CO76","Valle del Cauca","CO","Colombia",NA,NA,NA,NA,1
"CO85162","Monterrey","CO85","Casanare","CO","Colombia",NA,NA,NA,NA,1
"CO86219","Colón","CO86","Putumayo","CO","Colombia",NA,NA,NA,NA,1
"CO91669","Puerto Santander","CO91","Amazonas","CO","Colombia",NA,NA,NA,NA,2
